symbol,date,ref_entry,our_entry,entry_ok,ref_exit,our_exit,exit_ok,ref_reason,our_reason,reason_ok,ref_net,our_net,net_diff
BLURUSDT,2026-04-01,0.01996,0.01996,True,0.0225547999999999,0.022554799999999996,True,SL,SL,True,-130.7999999999999,-130.7999999999999,0.0
BSVUSDT,2025-06-17,33.08,33.08,True,31.208,31.208,True,TP,TP,True,54.83316467611472,54.319534643288996,-0.5136300328257235
BSVUSDT,2025-07-05,24.65,24.65,True,23.651,23.651,True,TP,TP,True,39.2185075134539,39.212493367139906,-0.0060141463139942175
BSVUSDT,2025-08-24,27.77,27.77,True,26.83,26.83,True,TIME_EXIT,TIME_EXIT,True,27.266022201977144,26.282697853799107,-0.9833243481780372
BSVUSDT,2026-01-05,20.14,20.14,True,20.7,20.7,True,TIME_EXIT,TIME_EXIT,True,-32.20305225619063,-31.993032462760613,0.21001979343001764
BSVUSDT,2026-03-29,13.88,13.88,True,13.511,13.511000000000001,True,TP,TP,True,25.79342795028816,25.367644409221885,-0.4257835410662736
CARVUSDT,2026-02-21,0.06693,0.06693,True,0.062052,0.062052,True,TP,TP,True,72.33189703421488,72.38211564320933,0.05021860899445585
CARVUSDT,2026-03-18,0.06324,0.06324,True,0.060936,0.060936,True,TP,TP,True,35.68180740037963,34.794407571157606,-0.8873998292220264
CARVUSDT,2026-04-05,0.05833,0.05833,True,0.05635,0.05635,True,TP,TP,True,33.59088753643067,33.59479684553407,0.003909309103399039
CARVUSDT,2026-04-17,0.05879,0.05879,True,0.0664327,0.0664327,True,SL,SL,True,-136.03630208411292,-135.7541999999999,0.2821020841130064
CARVUSDT,2026-04-22,0.0588,0.0588,True,0.056406,0.056406000000000005,True,TP,TP,True,39.398763703678455,39.39976571428561,0.001002010607152215
CFGUSDT,2026-03-28,0.1636,0.1636,True,0.1622,0.1622,True,TIME_EXIT,TIME_EXIT,True,-28.575080918261033,-29.983012787286157,-1.4079318690251235
CKBUSDT,2025-07-26,0.006213,0.006213,True,0.0070206899999999,0.007020689999999999,True,SL,SL,True,-130.79999999999984,-130.79999999999984,0.0
CKBUSDT,2025-08-27,0.005735,0.005735,True,0.004952,0.004952000000000001,True,TP,TP,True,134.16000403673917,133.98112846556216,-0.17887557117700226
CYBERUSDT,2025-11-20,0.95,0.95,True,0.8411,0.8411,True,TP,TP,True,103.06036829336315,102.94587894736843,-0.11448934599472693
CYBERUSDT,2025-11-27,0.84,0.84,True,0.8207,0.8207,True,TIME_EXIT,TIME_EXIT,True,11.766402825028427,11.65157047619046,-0.11483234883796634
CYBERUSDT,2025-11-29,0.8375,0.8375,True,0.8653,0.8653,True,TIME_EXIT,TIME_EXIT,True,-50.74581733558513,-50.03415985074619,0.7116574848389376
CYBERUSDT,2025-12-31,0.8561,0.8561,True,0.73451,0.73451,True,TP,TP,True,102.12645661800892,100.83370049059688,-1.2927561274120336
CYBERUSDT,2026-02-03,0.6622,0.6622,True,0.58975,0.58975,True,TP,TP,True,94.29514472035476,93.82329382663849,-0.4718508937162653
CYBERUSDT,2026-02-18,0.711,0.711,True,0.57717,0.57717,True,TP,TP,True,147.98759671008264,135.79915810126585,-12.188438608816796
CYBERUSDT,2026-02-22,0.6337,0.6337,True,0.58438,0.58438,True,TP,TP,True,64.02576369791373,63.65963553258646,-0.3661281653272752
DEEPUSDT,2025-07-14,0.18421,0.18421,True,0.18883,0.18883,True,TIME_EXIT,TIME_EXIT,True,-26.880094931885804,-27.16046165734751,-0.2803667254617075
DEEPUSDT,2026-05-09,0.0376,0.0376,True,0.03633,0.03633,True,TIME_EXIT,TIME_EXIT,True,29.61980019367022,28.633565744680855,-0.9862344489893644
DOODUSDT,2025-12-07,0.005586,0.005586,True,0.0049038,0.0049038,True,TP,TP,True,106.96152520209452,103.38298543501611,-3.5785397670784107
DOODUSDT,2026-01-02,0.005912,0.005912,True,0.005797,0.005797,True,TIME_EXIT,TIME_EXIT,True,15.97979316282135,14.6909821109607,-1.28881105186065
DOODUSDT,2026-03-13,0.002997,0.002997,True,0.00338661,0.00338661,True,SL,SL,True,-130.96782105438768,-130.97335999999996,-0.005538945612272528
EDGEUSDT,2026-04-03,0.8116,0.8116,True,0.917108,0.9171079999999999,True,SL,SL,True,-130.7008868626904,-130.65553999999992,0.045346862690479384
EGLDUSDT,2025-12-05,7.427,7.427,True,8.392509999999998,8.392509999999998,True,SL,SL,True,-132.91298668372133,-132.76729999999978,0.14568668372155003
EGLDUSDT,2026-01-10,6.506,6.506,True,6.2783,6.2783,True,TP,TP,True,32.17573290706511,32.16830295727027,-0.00742994979484024
ELSAUSDT,2026-03-30,0.06312,0.06312,True,0.06549,0.06549,True,TIME_EXIT,TIME_EXIT,True,-40.55036714828915,-40.53590851711045,0.014458631178698056
ENSOUSDT,2026-04-24,0.8205,0.8205,True,0.78423,0.78423,True,TP,TP,True,42.2054890946754,39.79929319926877,-2.4061958954066327
ENSUSDT,2026-05-30,6.039,6.039,True,5.8779,5.8779,True,TP,TP,True,25.469235218054557,25.464412086438045,-0.004823131616511489
FLOCKUSDT,2026-02-22,0.05888,0.05888,True,0.0665344,0.0665344,True,SL,SL,True,-131.78318357854434,-131.76819999999987,0.01498357854447363
FLOCKUSDT,2026-03-17,0.06351,0.06351,True,0.059208,0.059208,True,TP,TP,True,65.68839415290034,65.66318419461503,-0.025209958285316247
FLOCKUSDT,2026-04-06,0.0532,0.0532,True,0.051067,0.051067,True,TP,TP,True,39.24653776600744,39.24761496240594,0.0010771963984979038
FLUIDUSDT,2025-11-10,4.092,4.092,True,4.088,4.088,True,TIME_EXIT,TIME_EXIT,True,-0.4292380636374241,-0.428622893450743,0.0006151701866811132
FLUIDUSDT,2025-11-22,4.12,4.12,True,3.289,3.289,True,TIME_EXIT,TIME_EXIT,True,190.47143749728264,185.39936912621357,-5.072068371069065
FLUIDUSDT,2026-01-03,3.206,3.206,True,3.037,3.037,True,TIME_EXIT,TIME_EXIT,True,48.8551858461288,48.552731883967574,-0.30245396216122344
FLUIDUSDT,2026-01-25,3.798,3.798,True,2.7324,2.7324,True,TP,TP,True,265.4803182195328,259.22823037914685,-6.252087840385968
FUSDT,2025-12-19,0.007084,0.007084,True,0.006958,0.006958,True,TIME_EXIT,TIME_EXIT,True,-21.458073330717077,-34.853068735177835,-13.394995404460758
FUSDT,2026-02-08,0.006436,0.006436,True,0.005977,0.005977,True,TIME_EXIT,TIME_EXIT,True,9.830739859509013,9.5342085643257,-0.29653129518331234
FUSDT,2026-03-13,0.005889,0.005889,True,0.005546,0.005546,True,TIME_EXIT,TIME_EXIT,True,52.541144819460115,52.48490407199871,-0.05624074746140195
FUSDT,2026-03-17,0.006219,0.006219,True,0.0057483,0.0057483,True,TP,TP,True,65.74763911833091,65.68888955137484,-0.0587495669560667
GASUSDT,2025-07-20,3.563,3.563,True,3.555,3.555,True,TIME_EXIT,TIME_EXIT,True,1.0150812339320825,1.0154489054167857,0.00036767148470318034
GASUSDT,2025-08-05,3.311,3.311,True,3.216,3.216,True,TIME_EXIT,TIME_EXIT,True,2.685302198380566,-1.1589020054364982,-3.844204203817064
GASUSDT,2025-08-16,3.411,3.411,True,3.385,3.385,True,TIME_EXIT,TIME_EXIT,True,4.413534837959926,3.7833081237174566,-0.6302267142424691
GASUSDT,2026-01-27,2.073,2.073,True,1.8993,1.8993,True,TP,TP,True,67.21512783614746,66.85335636758322,-0.3617714685642426
GLMUSDT,2025-07-27,0.28258,0.28258,True,0.3193153999999999,0.31931539999999997,True,SL,SL,True,-130.79999999999993,-130.74999999999991,0.05000000000001137
GLMUSDT,2025-08-10,0.26942,0.26942,True,0.262067,0.262067,True,TP,TP,True,26.346156824324098,26.3461805077574,2.3683433301613377e-05
GUSDT,2026-01-25,0.006086,0.006086,True,0.0047162,0.0047162,True,TP,TP,True,195.3726557493099,187.86916019060138,-7.503495558708522
GUSDT,2026-02-04,0.004548,0.004548,True,0.0038046,0.0038046,True,TP,TP,True,110.93370649019349,107.48161437994725,-3.452092110246241
GUSDT,2026-03-16,0.004623,0.004623,True,0.0052239899999999,0.0052239899999999995,True,SL,SL,True,-152.9082152609775,-152.83038999999982,0.07782526097767573
GUSDT,2026-03-31,0.004198,0.004198,True,0.003837,0.003837,True,TIME_EXIT,TIME_EXIT,True,56.13065008027639,44.111240157217765,-12.019409923058625
HIVEUSDT,2025-12-28,0.11149,0.11149,True,0.096595,0.096595,True,TP,TP,True,123.2445098458858,114.43947595748503,-8.805033888400772
HIVEUSDT,2026-05-23,0.06095,0.06095,True,0.059267,0.059267,True,TP,TP,True,22.46808360239208,22.46950737489741,0.0014237725053298789
HIVEUSDT,2026-05-25,0.0645,0.0645,True,0.06184,0.06184,True,TIME_EXIT,TIME_EXIT,True,30.10341515593647,20.164370077519415,-9.939045078417056
HOLOUSDT,2025-11-22,0.1007,0.1007,True,0.09143,0.09143,True,TP,TP,True,91.25561072492552,89.97769072492554,-1.2779199999999804
HOLOUSDT,2026-01-02,0.07393,0.07393,True,0.0835408999999999,0.08354089999999999,True,SL,SL,True,-130.7999999999999,-132.33200999999988,-1.5320099999999854
HOLOUSDT,2026-02-25,0.0656,0.0656,True,0.05821,0.05821,True,TIME_EXIT,TIME_EXIT,True,88.7055783323111,79.35388902439036,-9.35168930792075
HOLOUSDT,2026-03-05,0.0633,0.0633,True,0.06303,0.06303,True,TIME_EXIT,TIME_EXIT,True,-3.811458646854753,-5.811617156398224,-2.0001585095434713
HYPERUSDT,2026-01-11,0.1586,0.1586,True,0.1383,0.1383,True,TIME_EXIT,TIME_EXIT,True,97.82754333931892,89.02769586380823,-8.799847475510688
ICXUSDT,2026-02-09,0.0433,0.0433,True,0.04015,0.040150000000000005,True,TP,TP,True,57.61524554019847,57.310967898383225,-0.3042776418152471
ICXUSDT,2026-03-11,0.0424,0.0424,True,0.0368,0.0368,True,TIME_EXIT,TIME_EXIT,True,98.285823636809,97.43290169811324,-0.8529219386957578
IDUSDT,2026-02-27,0.04621,0.04621,True,0.044824,0.044824,True,TP,TP,True,27.712720805020524,27.695867898723186,-0.01685290629733771
IDUSDT,2026-05-29,0.02879,0.02879,True,0.0325327,0.0325327,True,SL,SL,True,-130.79999999999995,-130.79999999999995,0.0
IMXUSDT,2026-03-02,0.1676,0.1676,True,0.1611199999999999,0.16111999999999999,True,TP,TP,True,36.21503153337119,36.201854486873586,-0.013177046497602873
IMXUSDT,2026-03-22,0.165,0.165,True,0.15645,0.15645,True,TP,TP,True,47.65144720314365,47.62912181818182,-0.022325384961824568
INUSDT,2026-01-30,0.06481,0.06481,True,0.059896,0.059896,True,TP,TP,True,56.72167449724588,56.55512246412603,-0.16655203311984934
INUSDT,2026-02-07,0.05568,0.05568,True,0.05629,0.05629,True,TIME_EXIT,TIME_EXIT,True,-58.28018825935166,-57.90910977011493,0.37107848923673004
INUSDT,2026-04-09,0.0657,0.0657,True,0.0595,0.0595,True,TIME_EXIT,TIME_EXIT,True,84.8950739751597,84.74257094368339,-0.15250303147631428
INUSDT,2026-04-14,0.06133,0.06133,True,0.0693029,0.0693029,True,SL,SL,True,-130.99674256945534,-131.09323999999995,-0.09649743054461624
IOSTUSDT,2026-04-15,0.001208,0.001208,True,0.0010973,0.0010973,True,TP,TP,True,87.36648066721855,87.09430284768214,-0.2721778195364095
KAITOUSDT,2025-09-09,1.4209,1.4209,True,1.2967,1.2967,True,TIME_EXIT,TIME_EXIT,True,51.6184207930534,41.97503841579287,-9.64338237726053
KAITOUSDT,2025-09-17,1.173,1.173,True,1.1200800000000002,1.1200800000000002,True,TP,TP,True,37.95091796865973,37.88926951406637,-0.061648454593360213
KAITOUSDT,2025-12-27,0.6157,0.6157,True,0.5339,0.5339,True,TIME_EXIT,TIME_EXIT,True,101.5188731160354,87.19654083319796,-14.322332282837436
KAITOUSDT,2026-01-03,0.565,0.565,True,0.5535,0.5535,True,TIME_EXIT,TIME_EXIT,True,10.41370204894866,7.0618523008848815,-3.3518497480637777
KAVAUSDT,2026-03-07,0.0617,0.0617,True,0.0641,0.0641,True,TIME_EXIT,TIME_EXIT,True,-81.66407511635667,-79.33934303079427,2.3247320855624025
KAVAUSDT,2026-05-02,0.0608,0.0608,True,0.0622,0.0622,True,TIME_EXIT,TIME_EXIT,True,-33.35654895020228,-35.181395789473655,-1.8248468392713733
KNCUSDT,2025-07-28,0.5638,0.5638,True,0.4551699999999999,0.45516999999999996,True,TP,TP,True,170.57452534842074,169.71402734302947,-0.8604980053912641
KNCUSDT,2026-03-02,0.1602,0.1602,True,0.1414,0.1414,True,TIME_EXIT,TIME_EXIT,True,95.5291874157304,96.03977836454439,0.5105909488139844
LAUSDT,2025-09-24,0.4693,0.4693,True,0.39253,0.39253,True,TP,TP,True,156.05341536859,145.6632713679949,-10.390144000595114
LAUSDT,2026-01-01,0.3167,0.3167,True,0.3162,0.3162,True,TIME_EXIT,TIME_EXIT,True,-28.351654474023952,-29.557468819071676,-1.205814345047724
LAUSDT,2026-02-18,0.2115,0.2115,True,0.20574,0.20574,True,TP,TP,True,15.454897230821317,4.356942553191436,-11.09795467762988
LAUSDT,2026-02-23,0.2337,0.2337,True,0.21471,0.21471,True,TP,TP,True,42.86499689898148,34.53184310654678,-8.3331537924347
LAYERUSDT,2025-12-25,0.1836,0.1836,True,0.1764,0.1764,True,TIME_EXIT,TIME_EXIT,True,-4.982771629341423,-5.286123725490137,-0.30335209614871417
LPTUSDT,2025-06-29,6.399,6.399,True,6.28,6.28,True,TIME_EXIT,TIME_EXIT,True,-17.04257619579269,-15.818884272542618,1.2236919232500725
LPTUSDT,2025-08-17,7.181,7.181,True,6.8417,6.8417,True,TP,TP,True,46.32348470185206,44.920976673165256,-1.4025080286868032
LPTUSDT,2026-01-24,3.31,3.31,True,3.740299999999999,3.7402999999999995,True,SL,SL,True,-161.94684767203634,-161.10037999999983,0.8464676720365105
LPTUSDT,2026-02-13,2.582,2.582,True,2.49,2.49,True,TIME_EXIT,TIME_EXIT,True,18.709025178014254,6.0398935708751536,-12.6691316071391
LPTUSDT,2026-02-24,2.265,2.265,True,2.2038,2.2038,True,TP,TP,True,26.219867549668837,23.43051754966884,-2.789349999999999
LSKUSDT,2025-11-11,0.2357,0.2357,True,0.266341,0.266341,True,SL,SL,True,-132.54218,-132.54218,0.0
LSKUSDT,2026-03-03,0.1339,0.1339,True,0.12805,0.12805,True,TP,TP,True,41.8470515444878,41.84304038834948,-0.0040111561383184835
MANAUSDT,2025-08-31,0.2993,0.2993,True,0.2864299999999999,0.28642999999999996,True,TP,TP,True,42.19095178063631,42.19059411293033,-0.00035766770598399944
MANTRAUSDT,2026-05-09,0.01123,0.01123,True,0.0109059999999999,0.010905999999999999,True,TP,TP,True,28.051291184327816,28.101291184327817,0.05000000000000071
MASKUSDT,2025-12-28,0.6488,0.6488,True,0.6076699999999999,0.6076699999999999,True,TP,TP,True,59.29787441994361,57.002668076449005,-2.2952063434946055
MASKUSDT,2026-01-14,0.7205,0.7205,True,0.69836,0.69836,True,TP,TP,True,30.009462588372024,30.01068065232484,0.0012180639528160953
MASKUSDT,2026-02-15,0.5068,0.5068,True,0.4899699999999999,0.48996999999999996,True,TP,TP,True,30.826470850041364,29.22201621941607,-1.6044546306252947
MEUSDT,2025-07-13,0.8367,0.8367,True,0.854,0.854,True,TIME_EXIT,TIME_EXIT,True,-22.24714871781317,-22.237687073024958,0.009461644788213874
MEUSDT,2025-09-22,0.8574,0.8574,True,0.74292,0.74292,True,TP,TP,True,132.71994401679498,118.86800401679498,-13.851939999999999
MEUSDT,2025-10-27,0.478,0.478,True,0.54014,0.54014,True,SL,SL,True,-130.79999999999995,-131.73358999999996,-0.9335900000000095
MEUSDT,2026-03-16,0.121,0.121,True,0.13673,0.13673,True,SL,SL,True,-133.28338475902794,-133.28015999999997,0.003224759027972368
MINAUSDT,2026-02-10,0.0661,0.0661,True,0.06331,0.06331,True,TP,TP,True,31.407565441172473,31.3245045839637,-0.08306085720877121
MINAUSDT,2026-04-01,0.05965,0.05965,True,0.05646,0.05646,True,TIME_EXIT,TIME_EXIT,True,36.47631683796142,36.610405314333576,0.13408847637215615
MINAUSDT,2026-04-10,0.06017,0.06017,True,0.056318,0.056318,True,TP,TP,True,54.929473286789126,54.69724392720628,-0.23222935958284552
MINAUSDT,2026-05-04,0.06172,0.06172,True,0.06282,0.06282,True,TIME_EXIT,TIME_EXIT,True,-21.447465775510445,-21.45422384964361,-0.006758074133166758
MIRAUSDT,2025-12-21,0.1362,0.1362,True,0.12999,0.12999,True,TP,TP,True,41.258172702562355,41.20124365638762,-0.05692904617473715
MOCAUSDT,2025-06-24,0.08025,0.08025,True,0.070683,0.070683,True,TP,TP,True,118.6970502554518,118.71495327102811,0.01790301557630869
MOCAUSDT,2025-07-13,0.09514,0.09514,True,0.08288,0.08288,True,TIME_EXIT,TIME_EXIT,True,127.20756168328154,127.14365861046886,-0.06390307281267837
MOCAUSDT,2026-01-15,0.02434,0.02434,True,0.023566,0.023566,True,TP,TP,True,26.14019548854562,26.182696984387853,0.042501495842234505
MOCAUSDT,2026-04-18,0.01435,0.01435,True,0.013828,0.013828,True,TP,TP,True,35.87570557491287,35.87630662020906,0.0006010452961859869
MOODENGUSDT,2026-04-06,0.04759,0.04759,True,0.0459879999999999,0.045987999999999994,True,TP,TP,True,29.98526360511885,29.964354145829084,-0.020909459289764953
MOVEUSDT,2025-12-27,0.03647,0.03647,True,0.035237,0.035237,True,TP,TP,True,32.351045459742465,30.48069981628749,-1.870345643454975
MOVEUSDT,2026-01-15,0.04123,0.04123,True,0.0378099999999999,0.037809999999999996,True,TP,TP,True,52.91413384552045,52.47227875576053,-0.44185508975992605
MTLUSDT,2026-01-13,0.43,0.43,True,0.4012,0.4012,True,TIME_EXIT,TIME_EXIT,True,51.23763237512324,50.75643418604649,-0.4811981890767498
MTLUSDT,2026-05-23,0.324,0.324,True,0.3061,0.3061,True,TIME_EXIT,TIME_EXIT,True,20.37585892550934,20.238553580246997,-0.1373053452623445
NEWTUSDT,2025-07-29,0.4125,0.4125,True,0.38613,0.38613,True,TP,TP,True,57.45965457497991,57.43159272727274,-0.02806184770717124
NEWTUSDT,2026-02-25,0.06866,0.06866,True,0.06721,0.06721,True,TIME_EXIT,TIME_EXIT,True,19.53715161559851,19.581195199533838,0.044043583935327035
ONGUSDT,2026-01-27,0.09385,0.09385,True,0.08251,0.08251,True,TP,TP,True,84.64479977597232,83.02873347895581,-1.616066297016502
ONGUSDT,2026-03-30,0.06072,0.06072,True,0.06032,0.06032,True,TIME_EXIT,TIME_EXIT,True,-31.619028418743294,-30.044014716732466,1.5750137020108284
ONGUSDT,2026-05-05,0.07576,0.07576,True,0.073627,0.073627,True,TP,TP,True,27.04574177881464,26.769119049630362,-0.2766227291842789
ONTUSDT,2025-08-25,0.1931,0.1931,True,0.2182029999999999,0.21820299999999998,True,SL,SL,True,-142.48844582081816,-142.45223999999993,0.036205820818224765
