symbol,token,date,vp,gp,pp,start_price,entry_price,exit_price,sl_price,tp_price,actual_growth,exit_reason,exit_ms,gross_ret,funding_ret,funding_events,net_ret,net_ret_usdt
IMXUSDT,IMX,2026-03-02,40,40,24,0.1604,0.1676,0.16111999999999999,0.18938799999999997,0.16111999999999999,0.04488778054862852,TP,1772504519999,0.03866348448687359,-0.0016616299999999999,6,0.03620185448687359,36.201854486873586
IMXUSDT,IMX,2026-03-22,40,40,26,0.1555,0.165,0.15645,0.18645,0.15645,0.06109324758842449,TP,1774207919999,0.051818181818181826,-0.0033890599999999997,4,0.047629121818181824,47.62912181818182
IMXUSDT,IMX,2026-04-13,40,25,9,0.1376,0.1427,0.1482,0.16125099999999998,0.13811,0.0370639534883721,TIME_EXIT,1776175200000,-0.038542396636299964,-0.00080158,9,-0.04014397663629997,-40.14397663629997
INUSDT,IN,2026-01-30,40,30,11,0.05935,0.06481,0.059896,0.0732353,0.059896,0.09199663016006743,TP,1769838419999,0.07582163246412603,-0.018466510000000002,7,0.05655512246412603,56.55512246412603
INUSDT,IN,2026-02-07,40,40,15,0.05192,0.05568,0.05629,0.0629184,0.052296,0.07241910631741133,TIME_EXIT,1770559200000,-0.010955459770114933,-0.04615365,9,-0.05790910977011493,-57.90910977011493
INUSDT,IN,2026-04-09,40,40,20,0.05789,0.0657,0.0595,0.07424099999999999,0.058670999999999994,0.1349110381758507,TIME_EXIT,1775829600000,0.09436834094368338,-0.00882577,9,0.08474257094368338,84.74257094368339
INUSDT,IN,2026-04-14,40,40,13,0.05871,0.06133,0.0693029,0.0693029,0.058972,0.04462612842786595,SL,1776189179999,-0.12999999999999995,-0.00029324,4,-0.13109323999999994,-131.09323999999995
IOSTUSDT,IOST,2026-04-15,40,40,11,0.001085,0.001208,0.0010973,0.0013650399999999999,0.0010973,0.11336405529953919,TP,1776241079999,0.09163907284768213,-0.00374477,1,0.08709430284768215,87.09430284768214
KAITOUSDT,KAITO,2025-09-09,40,40,10,1.0846,1.4209,1.2967,1.6056169999999998,1.11823,0.3100682279181266,TIME_EXIT,1757512800000,0.08740938841579286,-0.044634349999999996,9,0.04197503841579287,41.97503841579287
KAITOUSDT,KAITO,2025-09-17,40,38,5,1.1142,1.173,1.1200800000000002,1.3254899999999998,1.1200800000000002,0.052773290253096405,TP,1758104219999,0.04511508951406637,-0.00642582,2,0.03788926951406637,37.88926951406637
KAITOUSDT,KAITO,2025-12-27,40,40,30,0.499,0.6157,0.5339,0.6957409999999999,0.51067,0.23386773547094197,TIME_EXIT,1766930400000,0.13285691083319795,-0.04486037,9,0.08719654083319796,87.19654083319796
KAITOUSDT,KAITO,2026-01-03,40,40,11,0.535,0.565,0.5535,0.6384499999999999,0.538,0.05607476635513997,TIME_EXIT,1767535200000,0.02035398230088488,-0.012492129999999999,9,0.007061852300884882,7.0618523008848815
KAVAUSDT,KAVA,2026-03-07,40,40,12,0.0579,0.0617,0.0641,0.06972099999999999,0.05828,0.06563039723661479,TIME_EXIT,1772978400000,-0.038897893030794266,-0.03964145,9,-0.07933934303079426,-79.33934303079427
KAVAUSDT,KAVA,2026-05-02,40,40,20,0.0568,0.0608,0.0622,0.06870399999999999,0.0572,0.07042253521126751,TIME_EXIT,1777816800000,-0.02302631578947366,-0.01135508,9,-0.03518139578947366,-35.181395789473655
KNCUSDT,KNC,2025-07-20,40,40,7,0.4314,0.4572,0.516636,0.516636,0.43398000000000003,0.05980528511821981,SL,1752996659999,-0.12999999999999998,0.0,0,-0.13079999999999997,-130.79999999999998
KNCUSDT,KNC,2025-07-28,40,40,20,0.4431,0.5638,0.45516999999999996,0.6370939999999999,0.45516999999999996,0.27239900699616326,TP,1753786139999,0.19267470734302947,-0.022160680000000002,4,0.16971402734302948,169.71402734302947
KNCUSDT,KNC,2026-03-02,40,40,24,0.1328,0.1602,0.1414,0.181026,0.13554,0.2063253012048194,TIME_EXIT,1772546400000,0.11735330836454438,-0.020513530000000002,4,0.09603977836454439,96.03977836454439
LAUSDT,LA,2025-09-24,40,40,18,0.384,0.4693,0.39253,0.5303089999999999,0.39253,0.2221354166666667,TP,1758758939999,0.1635840613679949,-0.017120789999999997,6,0.1456632713679949,145.6632713679949
LAUSDT,LA,2026-01-01,40,40,24,0.2981,0.3167,0.3162,0.35787099999999994,0.29996,0.06239516940623946,TIME_EXIT,1767362400000,0.0015787811809283249,-0.03033625,34,-0.029557468819071675,-29.557468819071676
LAUSDT,LA,2026-02-18,40,40,11,0.2051,0.2115,0.20574,0.23899499999999996,0.20574,0.031204290589956107,TP,1771440779999,0.02723404255319143,-0.022077099999999995,4,0.004356942553191436,4.356942553191436
LAUSDT,LA,2026-02-23,40,40,19,0.2126,0.2337,0.21471,0.26408099999999995,0.21471,0.09924741298212592,TP,1771895819999,0.08125802310654677,-0.04592618,6,0.03453184310654678,34.53184310654678
LAYERUSDT,LAYER,2025-12-25,40,40,15,0.1663,0.1836,0.1764,0.20746799999999999,0.16803,0.10402886349969931,TIME_EXIT,1766757600000,0.039215686274509866,-0.04370181,35,-0.005286123725490137,-5.286123725490137
LPTUSDT,LPT,2025-06-29,32,40,17,5.902,6.399,6.28,7.2308699999999995,5.9517,0.08420874279905122,TIME_EXIT,1751292000000,0.01859665572745738,-0.03361554,35,-0.01581888427254262,-15.818884272542618
LPTUSDT,LPT,2025-08-17,40,40,9,6.804,7.181,6.8417,8.114529999999998,6.8417,0.05540858318636088,TP,1755456959999,0.04724968667316526,-0.0015287100000000002,4,0.044920976673165254,44.920976673165256
LPTUSDT,LPT,2026-01-24,40,40,26,2.841,3.31,3.7402999999999995,3.7402999999999995,2.8879,0.1650827173530447,SL,1769296619999,-0.12999999999999984,-0.03030038,5,-0.16110037999999982,-161.10037999999983
LPTUSDT,LPT,2026-02-13,40,40,36,2.344,2.582,2.49,2.9176599999999997,2.3678,0.1015358361774743,TIME_EXIT,1771077600000,0.035631293570875154,-0.028791399999999998,9,0.006039893570875154,6.0398935708751536
LPTUSDT,LPT,2026-02-24,40,40,18,2.197,2.265,2.2038,2.55945,2.2038,0.030951297223486662,TP,1771910399999,0.027019867549668838,-0.00278935,1,0.02343051754966884,23.43051754966884
LSKUSDT,LSK,2025-11-11,40,40,24,0.205,0.2357,0.266341,0.266341,0.20806999999999998,0.14975609756097574,SL,1762843859999,-0.13,-0.00174218,1,-0.13254218,-132.54218
LSKUSDT,LSK,2026-03-03,40,40,7,0.1274,0.1339,0.12805,0.15130699999999997,0.12805,0.05102040816326503,TP,1772595299999,0.043689320388349474,-0.0010462800000000001,6,0.041843040388349476,41.84304038834948
MANAUSDT,MANA,2025-08-31,40,40,8,0.285,0.2993,0.28642999999999996,0.338209,0.28642999999999996,0.05017543859649143,TP,1756685039999,0.04300033411293033,-9.739999999999998e-06,3,0.04219059411293033,42.19059411293033
MANTRAUSDT,MANTRA,2026-05-09,34,40,5,0.01087,0.01123,0.010905999999999999,0.012689899999999999,0.010905999999999999,0.03311867525298995,TP,1778308739999,0.028851291184327815,5e-05,1,0.028101291184327817,28.101291184327817
MASKUSDT,MASK,2025-12-28,40,40,20,0.6031,0.6488,0.6076699999999999,0.733144,0.6076699999999999,0.07577516166473242,TP,1766967359999,0.063393958076449,-0.00559129,6,0.057002668076449006,57.002668076449005
MASKUSDT,MASK,2026-01-14,40,40,15,0.6959,0.7205,0.69836,0.8141649999999999,0.69836,0.035349906595775415,TP,1768415639999,0.03072866065232484,8.202e-05,4,0.03001068065232484,30.01068065232484
MASKUSDT,MASK,2026-02-15,40,40,20,0.4881,0.5068,0.48996999999999996,0.572684,0.48996999999999996,0.03831182134808442,TP,1771157399999,0.03320836621941607,-0.0031863499999999997,3,0.02922201621941607,29.22201621941607
MEUSDT,ME,2025-07-13,40,29,5,0.8038,0.8367,0.854,0.945471,0.80709,0.04093057974620562,TIME_EXIT,1752501600000,-0.020676467073024958,-0.0007612200000000001,9,-0.022237687073024957,-22.237687073024958
MEUSDT,ME,2025-09-22,40,40,27,0.7302,0.8574,0.74292,0.968862,0.74292,0.17419884963023846,TP,1758520979999,0.13351994401679498,-0.01385194,1,0.11886800401679498,118.86800401679498
MEUSDT,ME,2025-10-27,40,40,5,0.452,0.478,0.54014,0.54014,0.4546,0.05752212389380529,SL,1761551279999,-0.12999999999999995,-0.00093359,1,-0.13173358999999996,-131.73358999999996
MEUSDT,ME,2026-03-16,40,40,4,0.1163,0.121,0.13673,0.13673,0.11677,0.040412725709372266,SL,1773660659999,-0.12999999999999995,-0.00248016,2,-0.13328015999999995,-133.28015999999997
MINAUSDT,MINA,2026-02-10,40,40,16,0.063,0.0661,0.06331,0.074693,0.06331,0.049206349206349254,TP,1770783839999,0.0422087745839637,-0.01008427,3,0.0313245045839637,31.3245045839637
MINAUSDT,MINA,2026-04-01,40,40,23,0.05293,0.05965,0.05646,0.06740449999999999,0.053602,0.12696013602871714,TIME_EXIT,1775138400000,0.05347862531433358,-0.01606822,4,0.03661040531433358,36.610405314333576
MINAUSDT,MINA,2026-04-10,40,40,17,0.05589,0.06017,0.056318,0.0679921,0.056318,0.07657899445339056,TP,1775871539999,0.06401861392720627,-0.00852137,3,0.05469724392720628,54.69724392720628
MINAUSDT,MINA,2026-05-04,40,40,12,0.05943,0.06172,0.06282,0.06974359999999999,0.059659,0.038532727578663994,TIME_EXIT,1777989600000,-0.017822423849643613,-0.0028317999999999998,4,-0.02145422384964361,-21.45422384964361
MIRAUSDT,MIRA,2025-12-21,40,40,10,0.1293,0.1362,0.12999,0.15390599999999996,0.12999,0.05336426914153125,TP,1766305319999,0.04559471365638762,-0.0035934699999999997,2,0.041201243656387616,41.20124365638762
MOCAUSDT,MOCA,2025-06-24,40,40,6,0.06962,0.08025,0.070683,0.0906825,0.070683,0.15268600976730817,TP,1750821539999,0.11921495327102812,0.00030000000000000003,6,0.11871495327102811,118.71495327102811
MOCAUSDT,MOCA,2025-07-13,40,40,51,0.07617,0.09514,0.08288,0.1075082,0.078067,0.24904818169883147,TIME_EXIT,1752501600000,0.12886272861046885,-0.0009190699999999999,9,0.12714365861046886,127.14365861046886
MOCAUSDT,MOCA,2026-01-15,40,40,8,0.02348,0.02434,0.023566,0.0275042,0.023566,0.03662691652470196,TP,1768488239999,0.031799506984387854,-0.00481681,3,0.026182696984387854,26.182696984387853
MOCAUSDT,MOCA,2026-04-18,40,40,5,0.01377,0.01435,0.013828,0.016215499999999997,0.013828,0.042120551924473615,TP,1776557039999,0.036376306620209055,0.00030000000000000003,6,0.035876306620209054,35.87630662020906
MOODENGUSDT,MOODENG,2026-04-06,40,40,11,0.04581,0.04759,0.045987999999999994,0.0537767,0.045987999999999994,0.038856144946518345,TP,1775514779999,0.033662534145829086,-0.0028981799999999998,5,0.029964354145829084,29.964354145829084
MOVEUSDT,MOVE,2025-12-27,35,24,10,0.0351,0.03647,0.035237,0.0412111,0.035237,0.03903133903133904,TP,1766833859999,0.03380860981628749,-0.00252791,2,0.03048069981628749,30.48069981628749
MOVEUSDT,MOVE,2026-01-15,40,40,17,0.03743,0.04123,0.037809999999999996,0.0465899,0.037809999999999996,0.10152284263959399,TP,1768503779999,0.08294930875576052,-0.02967703,4,0.05247227875576053,52.47227875576053
MTLUSDT,MTL,2026-01-13,40,40,15,0.3758,0.43,0.4012,0.48589999999999994,0.38122,0.14422565194252246,TIME_EXIT,1768399200000,0.06697674418604649,-0.01542031,4,0.050756434186046494,50.75643418604649
MTLUSDT,MTL,2026-05-23,40,40,23,0.2911,0.324,0.3061,0.36612,0.29439000000000004,0.11301958090003428,TIME_EXIT,1779631200000,0.055246913580247,-0.03420836,4,0.020238553580246996,20.238553580246997
NEWTUSDT,NEWT,2025-07-29,40,40,14,0.3832,0.4125,0.38613,0.46612499999999996,0.38613,0.07646137787056362,TP,1753779719999,0.06392727272727274,-0.00569568,2,0.05743159272727274,57.43159272727274
NEWTUSDT,NEWT,2026-02-25,40,34,6,0.06429,0.06866,0.06721,0.0775858,0.064727,0.06797324622802914,TIME_EXIT,1772114400000,0.021118555199533835,-0.0007373600000000001,9,0.019581195199533837,19.581195199533838
ONGUSDT,ONG,2026-01-27,40,40,33,0.08125,0.09385,0.08251,0.10605049999999999,0.08251,0.1550769230769231,TP,1769558519999,0.12083111347895581,-0.03700238,6,0.08302873347895581,83.02873347895581
ONGUSDT,ONG,2026-03-30,30,36,13,0.05667,0.06072,0.06032,0.0686136,0.057075,0.07146638433033359,TIME_EXIT,1774965600000,0.006587615283267532,-0.035831629999999996,9,-0.030044014716732466,-30.044014716732466
ONGUSDT,ONG,2026-05-05,40,40,5,0.07339,0.07576,0.073627,0.08560879999999998,0.073627,0.03229322796021261,TP,1778042699999,0.02815469904963036,-0.0005855799999999999,7,0.026769119049630363,26.769119049630362
ONTUSDT,ONT,2025-08-25,40,40,14,0.1571,0.1931,0.21820299999999998,0.21820299999999998,0.16069999999999998,0.22915340547422036,SL,1756117559999,-0.12999999999999992,-0.01165224,1,-0.14245223999999992,-142.45223999999993
ONTUSDT,ONT,2026-01-06,40,40,5,0.0648,0.0676,0.0657,0.07638799999999998,0.06508,0.043209876543209846,TIME_EXIT,1767794400000,0.028106508875739632,-0.011367569999999999,9,0.015938938875739633,15.938938875739634
ONTUSDT,ONT,2026-01-27,40,40,13,0.0581,0.0621,0.058499999999999996,0.070173,0.058499999999999996,0.0688468158347677,TP,1769512799999,0.057971014492753714,-0.01117607,2,0.04599494449275371,45.99494449275371
ONTUSDT,ONT,2026-05-19,40,40,7,0.0581,0.0648,0.058769999999999996,0.07322399999999998,0.058769999999999996,0.11531841652323571,TP,1779236099999,0.09305555555555557,-0.027338,6,0.06491755555555558,64.91755555555558
OPENUSDT,OPEN,2025-10-03,40,40,16,0.4439,0.4863,0.549519,0.549519,0.44814000000000004,0.0955170083352106,SL,1759472579999,-0.12999999999999992,-0.0037123,1,-0.13451229999999992,-134.51229999999993
OPENUSDT,OPEN,2025-11-08,40,40,14,0.2889,0.301,0.29011,0.34012999999999993,0.29011,0.04188300449982685,TP,1762616099999,0.036179401993355516,-0.00612958,3,0.029249821993355515,29.249821993355514
OPENUSDT,OPEN,2025-11-24,40,40,22,0.2356,0.2584,0.2396,0.291992,0.23788,0.09677419354838723,TIME_EXIT,1764079200000,0.07275541795665638,-0.015606669999999998,9,0.05634874795665639,56.34874795665639
OPENUSDT,OPEN,2025-12-30,40,40,19,0.1615,0.1723,0.16258,0.19469899999999998,0.16258,0.06687306501547985,TP,1767142379999,0.05641323273360421,-0.00070265,6,0.05491058273360421,54.91058273360421
ORCAUSDT,ORCA,2026-01-05,40,40,14,1.155,1.239,1.213,1.40007,1.1634,0.07272727272727275,TIME_EXIT,1767708000000,0.02098466505246168,-0.02733502,9,-0.00715035494753832,-7.15035494753832
ORCAUSDT,ORCA,2026-02-17,40,40,34,0.799,1.021,1.1537299999999997,1.1537299999999997,0.8212,0.2778473091364204,SL,1771315859999,-0.1299999999999998,-0.037163350000000005,5,-0.16796334999999982,-167.96334999999982
ORCAUSDT,ORCA,2026-05-07,40,23,12,1.503,1.667,1.559,1.8837099999999998,1.5193999999999999,0.10911510312707917,TIME_EXIT,1778248800000,0.06478704259148176,-0.020849930000000003,9,0.04313711259148176,43.13711259148176
ORDERUSDT,ORDER,2025-11-22,40,40,22,0.10635,0.10994,0.106709,0.12423219999999999,0.106709,0.033756464503996275,TP,1763788919999,0.029388757504093123,0.0,0,0.028588757504093124,28.588757504093124
ORDERUSDT,ORDER,2026-04-06,40,40,19,0.04835,0.05749,0.05128,0.0649637,0.049263999999999995,0.18903826266804558,TIME_EXIT,1775570400000,0.10801878587580449,-0.032775059999999995,9,0.0744437258758045,74.4437258758045
ORDERUSDT,ORDER,2026-04-08,33,34,16,0.05348,0.06477,0.06026,0.07319009999999998,0.054609,0.21110695587135364,TIME_EXIT,1775743200000,0.06963100200710196,-0.035655950000000006,9,0.033175052007101954,33.175052007101954
ORDERUSDT,ORDER,2026-04-14,40,40,13,0.05804,0.06068,0.06285,0.06856839999999999,0.058304,0.045485871812543044,TIME_EXIT,1776261600000,-0.03576137112722488,-0.00620754,9,-0.042768911127224876,-42.768911127224875
ORDERUSDT,ORDER,2026-05-05,40,40,10,0.05736,0.05972,0.057596,0.06748359999999999,0.057596,0.04114365411436549,TP,1777970399999,0.03556597454789017,-0.0016346099999999999,2,0.03313136454789017,33.131364547890165
PLUMEUSDT,PLUME,2026-01-25,32,33,7,0.01551,0.01608,0.015567,0.0181704,0.015567,0.03675048355899424,TP,1769364779999,0.031902985074626945,-0.0008852300000000001,4,0.030217755074626946,30.217755074626947
PLUMEUSDT,PLUME,2026-04-13,40,40,5,0.01015,0.01051,0.010185999999999999,0.0118763,0.010185999999999999,0.03546798029556664,TP,1776056939999,0.03082778306374894,-0.00080946,1,0.02921832306374894,29.21832306374894
POLYXUSDT,POLYX,2025-07-28,40,40,11,0.16179,0.16775,0.162386,0.1895575,0.162386,0.036837876259348645,TP,1753702439999,0.03197615499254848,-0.00010385,2,0.031072304992548483,31.07230499254848
POLYXUSDT,POLYX,2026-04-04,40,40,25,0.04513,0.05473,0.04836,0.061844899999999994,0.046090000000000006,0.21271881231996437,TIME_EXIT,1775397600000,0.11638954869358671,-0.07541735,9,0.04017219869358672,40.17219869358672
POLYXUSDT,POLYX,2026-05-15,40,40,10,0.05447,0.06207,0.05523,0.0701391,0.05523,0.13952634477694148,TP,1778850239999,0.11019816336394392,-0.013921870000000001,3,0.09547629336394392,95.47629336394392
POWRUSDT,POWR,2025-07-14,40,40,12,0.1786,0.1857,0.17931,0.20984099999999997,0.17931,0.039753639417693165,TP,1752517679999,0.03441033925686595,-5.249e-05,4,0.033557849256865946,33.55784925686594
PRLUSDT,PRL,2026-05-05,40,40,19,0.2657,0.2999,0.26911999999999997,0.338887,0.26911999999999997,0.1287165976665412,TP,1778039639999,0.10263421140380137,-0.0051932700000000016,6,0.09664094140380138,96.64094140380138
PRLUSDT,PRL,2026-05-27,40,27,13,0.1596,0.1694,0.16058,0.19142199999999998,0.16058,0.06140350877192979,TP,1779862259999,0.05206611570247931,-0.00580976,1,0.04545635570247931,45.45635570247931
PUNDIXUSDT,PUNDIX,2025-06-07,40,40,9,0.3121,0.3231,0.3212,0.36510299999999996,0.3132,0.03524511374559447,TIME_EXIT,1749391200000,0.005880532342927926,-0.00585328,9,-0.0007727476570720745,-0.7727476570720746
PUNDIXUSDT,PUNDIX,2025-07-10,40,40,4,0.3,0.3136,0.3254,0.35436799999999996,0.30135999999999996,0.04533333333333345,TIME_EXIT,1752242400000,-0.03762755102040827,5.644e-05,9,-0.03837111102040827,-38.37111102040827
PUNDIXUSDT,PUNDIX,2025-07-15,40,40,21,0.3268,0.3483,0.3429,0.39357899999999996,0.32894999999999996,0.06578947368421062,TIME_EXIT,1752674400000,0.015503875968992293,-0.00600993,9,0.008693945968992292,8.693945968992292
PUNDIXUSDT,PUNDIX,2025-07-20,40,40,6,0.3444,0.3558,0.3643,0.40205399999999997,0.34553999999999996,0.03310104529616731,TIME_EXIT,1753106400000,-0.02388982574480047,-0.00068908,9,-0.02537890574480047,-25.37890574480047
PUNDIXUSDT,PUNDIX,2025-10-11,40,29,23,0.2392,0.2684,0.2928,0.303292,0.24212,0.12207357859531776,TIME_EXIT,1760277600000,-0.09090909090909081,-0.00146559,9,-0.09317468090909081,-93.17468090909081
QTUMUSDT,QTUM,2025-08-23,31,40,15,2.376,2.668,2.865,3.01484,2.4052,0.12289562289562306,TIME_EXIT,1756044000000,-0.07383808095952026,-0.00132598,4,-0.07596406095952025,-75.96406095952025
QTUMUSDT,QTUM,2025-10-08,40,40,11,2.109,2.256,2.259,2.5492799999999995,2.1237,0.06970128022759603,TIME_EXIT,1760018400000,-0.0013297872340426037,-0.00753754,4,-0.009667327234042603,-9.667327234042602
QTUMUSDT,QTUM,2026-01-06,40,40,14,1.447,1.517,1.454,1.7142099999999998,1.454,0.048375950241879684,TP,1767721799999,0.04152933421226101,-0.00249071,2,0.038238624212261006,38.23862421226101
REDUSDT,RED,2025-11-10,40,40,23,0.3321,0.3459,0.33348,0.39086699999999996,0.33348,0.04155374887082197,TP,1762784219999,0.035906331309627025,-0.00157258,3,0.033533751309627026,33.53375130962703
REDUSDT,RED,2025-12-04,40,40,20,0.2734,0.3206,0.27812,0.362278,0.27812,0.17264081931236297,TP,1764875519999,0.13250155957579543,-0.02570741,4,0.10599414957579543,105.99414957579543
REDUSDT,RED,2026-02-27,40,40,22,0.161,0.1835,0.16325,0.20735499999999998,0.16325,0.13975155279503104,TP,1772212619999,0.11035422343324246,-0.01530057,4,0.09425365343324246,94.25365343324246
REDUSDT,RED,2026-04-24,40,40,15,0.134,0.1462,0.13522,0.165206,0.13522,0.09104477611940287,TP,1777079039999,0.0751025991792065,-0.017653040000000002,6,0.056649559179206506,56.649559179206506
RVNUSDT,RVN,2026-03-17,40,40,36,0.00577,0.00638,0.005831,0.0072093999999999995,0.005831,0.10571923743500866,TP,1773792119999,0.08605015673981191,-0.00699464,6,0.07825551673981192,78.25551673981192
RVNUSDT,RVN,2026-04-25,40,40,11,0.00596,0.00621,0.005985,0.0070173,0.005985,0.04194630872483218,TP,1777117319999,0.03623188405797107,-0.00076588,2,0.03466600405797107,34.66600405797107
SAFEUSDT,SAFE,2025-07-05,40,40,11,0.3968,0.4256,0.4329,0.4809279999999999,0.39968,0.07258064516129026,TIME_EXIT,1751810400000,-0.01715225563909781,-0.02275461,9,-0.04070686563909781,-40.70686563909781
SAFEUSDT,SAFE,2025-07-14,40,40,30,0.4875,0.5332,0.49207,0.6025159999999999,0.49207,0.09374358974358987,TP,1752519239999,0.07713803450862716,-0.00476198,4,0.07157605450862717,71.57605450862717
SAFEUSDT,SAFE,2025-08-13,38,37,4,0.4516,0.467,0.45314,0.52771,0.45314,0.03410097431355186,TP,1755168179999,0.029678800856531132,0.0004,8,0.029278800856531135,29.278800856531134
SAFEUSDT,SAFE,2025-11-28,40,40,51,0.1632,0.1795,0.16483,0.20283499999999996,0.16483,0.09987745098039214,TP,1764342719999,0.08172701949860718,-0.01298169,3,0.06794532949860718,67.94532949860718
SAFEUSDT,SAFE,2026-01-15,37,40,24,0.1644,0.1907,0.16702999999999998,0.215491,0.16702999999999998,0.1599756690997569,TP,1768522019999,0.1241216570529629,-0.01934444,6,0.1039772170529629,103.9772170529629
SAFEUSDT,SAFE,2026-01-18,40,40,27,0.1835,0.2124,0.18639,0.24001199999999998,0.18639,0.15749318801089918,TP,1768780919999,0.1224576271186441,-0.007694100000000001,6,0.1139635271186441,113.96352711864411
SAHARAUSDT,SAHARA,2026-01-29,40,40,17,0.02471,0.02606,0.024845,0.029447799999999996,0.024845,0.0546337515176043,TP,1769669279999,0.046623177283192666,-0.0030356,1,0.042787577283192664,42.78757728319266
SAHARAUSDT,SAHARA,2026-02-25,40,40,7,0.01458,0.01532,0.01496,0.0173116,0.014653999999999999,0.050754458161865745,TIME_EXIT,1772114400000,0.02349869451697134,-0.00039998000000000003,9,0.02229871451697134,22.29871451697134
SAHARAUSDT,SAHARA,2026-03-09,36,23,10,0.02093,0.02331,0.02479,0.026340299999999997,0.021168,0.11371237458193972,TIME_EXIT,1773151200000,-0.06349206349206343,-0.08637406,34,-0.15066612349206343,-150.66612349206343
SIGNUSDT,SIGN,2026-01-05,40,40,14,0.03828,0.03988,0.03908,0.0450644,0.03844,0.04179728317659337,TIME_EXIT,1767708000000,0.02006018054162493,-0.0010735300000000003,9,0.01818665054162493,18.18665054162493
SIGNUSDT,SIGN,2026-02-28,40,40,26,0.02434,0.03118,0.025024,0.0352334,0.025024,0.28101889893179943,TP,1772326919999,0.19743425272610643,-0.0023089599999999997,6,0.19432529272610644,194.32529272610643
SKRUSDT,SKR,2026-03-01,40,40,19,0.021773,0.022691,0.0218648,0.025640829999999996,0.0218648,0.04216231111927615,TP,1772395979999,0.036410911815257116,-0.0022046599999999998,17,0.03340625181525712,33.406251815257114
SKRUSDT,SKR,2026-03-07,39,40,22,0.023204,0.024779,0.0233615,0.028000269999999997,0.0233615,0.06787622823651085,TP,1772952419999,0.05720569837362277,-0.00825939,7,0.04814630837362277,48.14630837362277
SKRUSDT,SKR,2026-05-13,40,22,4,0.016482,0.017124,0.0165462,0.01935012,0.0165462,0.038951583545686175,TP,1778675459999,0.033742116327960744,0.00015000000000000001,3,0.03309211632796074,33.09211632796074
SOMIUSDT,SOMI,2026-01-03,40,40,4,0.2541,0.2624,0.25493,0.296512,0.25493,0.032664305391578274,TP,1767418799999,0.028467987804878168,5e-05,1,0.02771798780487817,27.71798780487817
SOMIUSDT,SOMI,2026-01-28,40,40,18,0.2342,0.2674,0.302162,0.302162,0.23752,0.1417591801878737,SL,1769584679999,-0.12999999999999984,-0.00233599,1,-0.13313598999999984,-133.13598999999985
SOMIUSDT,SOMI,2026-02-04,36,34,14,0.2004,0.211,0.20146,0.23842999999999998,0.20146,0.05289421157684626,TP,1770195359999,0.045213270142180066,-0.00055261,2,0.04386066014218006,43.86066014218006
SOMIUSDT,SOMI,2026-04-26,40,40,33,0.1808,0.2113,0.18384999999999999,0.23876899999999995,0.18384999999999999,0.16869469026548667,TP,1777202279999,0.12991008045433036,-0.0022494,2,0.12686068045433035,126.86068045433035
SONICUSDT,SONIC,2025-07-12,40,40,12,0.2224,0.2322,0.22338,0.26238599999999995,0.22338,0.04406474820143891,TP,1752324599999,0.037984496124030986,-0.00130082,3,0.03588367612403098,35.883676124030984
SONICUSDT,SONIC,2025-11-22,40,31,11,0.086,0.0902,0.08642,0.10192599999999999,0.08642,0.04883720930232571,TP,1763789639999,0.04190687361419075,-0.00050973,1,0.04059714361419075,40.59714361419075
SONICUSDT,SONIC,2026-02-09,40,40,11,0.0398,0.04108,0.039928000000000005,0.046420399999999994,0.039928000000000005,0.032160804020100464,TP,1770625679999,0.02804284323271649,-0.00027793999999999996,2,0.02696490323271649,26.96490323271649
SONICUSDT,SONIC,2026-02-18,40,40,17,0.04583,0.05225,0.046472,0.05904249999999999,0.046472,0.1400829151210996,TP,1771449839999,0.11058373205741624,-0.0025401,5,0.10724363205741624,107.24363205741625
SONICUSDT,SONIC,2026-03-17,40,40,6,0.04483,0.0465,0.044997,0.052544999999999994,0.044997,0.037251840285523086,TP,1773834899999,0.032322580645161234,-0.00646241,8,0.02506017064516123,25.06017064516123
SONICUSDT,SONIC,2026-05-10,40,40,9,0.04001,0.04294,0.048522199999999995,0.048522199999999995,0.040303,0.07323169207698088,SL,1778467199999,-0.1299999999999999,-0.01267602,6,-0.1434760199999999,-143.4760199999999
SOPHUSDT,SOPH,2026-01-04,40,40,8,0.013093,0.014123,0.013196000000000001,0.01595899,0.013196000000000001,0.07866799052929041,TP,1767587459999,0.06563761240529625,-0.0022088,7,0.06262881240529626,62.62881240529626
SOPHUSDT,SOPH,2026-02-28,31,39,8,0.009002,0.009766,0.0090784,0.01103558,0.0090784,0.08487002888247064,TP,1772260559999,0.07040753635060414,-0.01307455,1,0.056532986350604136,56.53298635060413
STEEMUSDT,STEEM,2025-12-18,40,40,12,0.06244,0.06507,0.06270300000000001,0.0735291,0.06270300000000001,0.04212043561819345,TP,1766038199999,0.0363762102351313,-0.00575336,1,0.0298228502351313,29.822850235131302
STEEMUSDT,STEEM,2025-12-25,40,40,6,0.06422,0.06776,0.06457399999999999,0.07656879999999999,0.06457399999999999,0.05512301463718461,TP,1766706359999,0.047018890200708506,-0.006003659999999999,5,0.0402152302007085,40.215230200708504
STEEMUSDT,STEEM,2026-01-27,40,32,3,0.06565,0.06861,0.065946,0.0775293,0.065946,0.04508758568164506,TP,1769505719999,0.03882815916047223,-0.00015042,2,0.037877739160472226,37.877739160472224
