V,G,sl,tp,n_trades,expectancy_usdt,expectancy_pct,ci_low,ci_high,win_rate,avg_win,avg_loss,profit_factor,peak_concurrent,total_net,max_dd_pct,cagr_pct,calmar,sharpe,sortino,n_tp,n_sl,n_time,eligible
5,4,9,45,420,2.4200833906693204,0.24200833906693206,-1.3333506488187634,5.944936836924462,77.61904761904762,19.244813888394148,-55.92951386739766,1.1933351071080482,6,1016.4350240811145,10.033555917331473,45.977822259828606,4.582405543822083,1.9259962675276279,3.433525610420945,313,47,60,True
5,4,9,75,420,3.11421473310155,0.311421473310155,-1.0705100351290728,7.230306624860223,66.66666666666666,29.381500030851242,-49.42035586239782,1.1890444541783063,11,1307.970187902651,6.745043741417814,31.20342083577896,4.626125794288766,1.99887158690524,3.5805588737382203,223,59,138,True
5,4,9,90,420,3.823207630304965,0.3823207630304965,-0.6431893093954958,7.73820729219516,65.47619047619048,32.024336946510644,-49.66169279698167,1.2229911634017074,12,1605.7472047280853,5.740927286769019,35.46836294091249,6.178159236166533,2.4724300478448513,4.577165696504667,180,62,178,True
5,4,9,95,420,3.4553759827092003,0.34553759827092,-1.184610198714001,8.023206831143709,64.76190476190476,32.4190327706039,-49.7751283842324,1.197001937031558,12,1451.2579127378642,6.177814878405761,31.78005759910294,5.144223034294621,2.2223730472470615,3.8717834496037,161,63,196,True
5,4,10,45,420,2.0466701968071805,0.20466701968071804,-1.7156219124384813,5.674690160267444,77.61904761904762,19.244813888394148,-57.59795579741997,1.158767728774876,6,859.6014826590159,11.569074893037053,38.2151157990025,3.3032127592157425,1.5631689476947395,2.55266127584738,313,42,65,True
5,4,10,75,420,2.567343542438312,0.25673435424383123,-1.8543040584938422,6.708678010406689,66.66666666666666,29.381500030851242,-51.06096943438754,1.1508398824509574,11,1078.284287824091,7.009105606144117,25.363017932752484,3.6185812224771587,1.5993486991479866,2.701941937493867,223,53,144,True
5,4,10,90,420,3.255831623766794,0.3255831623766794,-1.4459716082458594,7.949125509972315,65.47619047619048,32.024336946510644,-51.30512674695431,1.183815639903557,12,1367.4492819820534,5.832708837817348,29.804128022846132,5.10982612908878,2.0404641202041858,3.5311328171560596,180,55,185,True
5,4,10,95,420,2.8641809285519813,0.28641809285519815,-1.561804455808616,7.698787449825741,64.76190476190476,32.4190327706039,-51.45284407846234,1.1579714622006807,12,1202.9559899918322,6.4388459156893605,25.976699843470975,4.034372026231325,1.7816762855824892,2.94470825265701,161,56,203,True
5,4,11,45,420,2.4745441330629525,0.24745441330629525,-1.3729355447125255,6.227712557599593,78.33333333333333,19.223064825196094,-58.0777999077261,1.1966495449203418,6,1039.30853588644,11.621234441339539,47.130802010818826,4.0555762168572365,1.856277654795157,2.805410739516677,316,35,69,True
5,4,11,75,420,3.249578744045279,0.3249578744045279,-1.2538333224386753,7.6882603988606055,67.38095238095238,29.390228926130384,-50.74899061018892,1.1963036523138628,11,1364.8230724990171,7.268160831977596,32.67318368891252,4.495385344963874,1.973164809708293,3.0260534038402933,226,44,150,True
5,4,11,90,420,3.7975960304489846,0.3797596030448985,-0.9161785797133218,8.52764170640715,65.95238095238095,31.986541045837377,-50.8061645937649,1.2195359291564762,12,1594.9903327885736,6.152490901275245,35.20961669812055,5.7228230424237685,2.331398830810601,3.697031795171639,181,46,193,True
5,4,11,95,420,3.3877812296984,0.33877812296984,-1.3144541706038801,8.047335959852601,65.23809523809524,32.38661021418161,-51.03467864529064,1.1909617595199367,12,1422.868116473328,7.0444167247314535,31.108759876209803,4.416087391166616,2.062699254449666,3.1492948897674187,162,47,211,True
5,4,12,45,420,2.2012785238794383,0.22012785238794383,-1.7520593578027452,5.8587732394959815,78.33333333333333,19.223064825196094,-59.33902579626539,1.1712152651135899,6,924.536980029364,11.540869133000234,41.39903508528946,3.5871678820888873,1.6091316734073844,2.2473545728655444,316,32,72,True
5,4,12,75,420,3.260081816514206,0.3260081816514206,-1.354080336493971,7.75513608249085,67.61904761904762,29.32780135766213,-51.175450166471165,1.1967329978479908,11,1369.2343629359666,7.211876593266725,32.78762599408287,4.546337637653786,1.9577969373380957,2.7540119576158713,226,39,155,True
5,4,12,90,420,3.760461007679817,0.3760461007679817,-1.013524913865735,8.538307330009433,66.19047619047619,31.91342686754712,-51.35590877431392,1.2165766426855267,12,1579.3936232255232,5.633545186966579,34.83496782030435,6.1834895548359805,2.2847505315180388,3.312764211654028,181,41,198,True
5,4,12,95,420,3.3268271593101852,0.33268271593101856,-1.780421542443264,7.955380509722617,65.47619047619048,32.31124362969784,-51.64361787073537,1.186592793872975,12,1397.2674069102777,6.519582838484912,30.50513501358969,4.679001060239429,1.99998699822075,2.8314983255902746,162,42,216,True
5,5,8,45,268,1.7448225973553622,0.17448225973553622,-3.0942249834382465,6.110245004005698,74.6268656716418,23.59660026135051,-62.525111708512725,1.109982270773158,5,467.61245609123705,14.940729808648753,24.12380618693737,1.6146337224419118,1.1335827791200577,2.339555899984795,193,47,28,True
5,5,8,75,268,2.2000507088591923,0.2200050708859192,-3.8748814559185933,8.308036306121714,63.43283582089553,35.86283822037566,-56.194580688669376,1.1070648651540187,9,589.6135899742635,7.089434295190659,16.57761201118444,2.338354700942836,1.2768866219984443,2.327562624805799,130,59,79,True
5,5,8,90,268,3.181652595506543,0.3181652595506543,-3.549040082410226,9.793601562336336,62.31343283582089,38.668501886701925,-55.49462296518288,1.152130142629951,10,852.6828955957535,6.482660201864557,21.87116700604679,3.373795066376633,1.8173734687506913,3.4328859952480144,99,60,109,True
5,5,8,95,268,3.3182770115389895,0.3318277011538989,-2.6783164590576867,9.331598000572521,61.940298507462686,39.16948412618634,-55.02780515543614,1.1584400861083506,10,889.2982390924492,6.354483178830426,22.867444728151586,3.598631719465886,1.8898046399580282,3.5647818527468833,88,60,120,True
5,5,9,45,268,0.894799483991253,0.08947994839912529,-4.4072542257461755,5.944948747746656,75.0,23.58861891845428,-67.18665881939782,1.0532724501985748,5,239.8062617096558,16.694745424522015,11.989899682229211,0.7181840379918517,0.5503725389199571,1.0172567563635277,194,44,30,True
5,5,9,75,268,1.6795826187765905,0.16795826187765905,-4.864221155342922,8.097260589594995,64.55223880597015,35.52237915631511,-59.94993107589884,1.0790358034049317,9,450.1281418321263,8.933700731215446,12.520952950918375,1.4015415702440792,0.8945585596318658,1.5282501179214159,131,54,83,True
5,5,9,90,268,2.572676281539411,0.2572676281539411,-4.150424780286968,8.97658207899253,63.43283582089553,38.19183945680482,-59.215668002084264,1.1188111578138225,10,689.4772434525621,7.313044524623747,17.48816184214792,2.391365426979631,1.373434409422279,2.370144050833556,99,55,114,True
5,5,9,95,268,2.7093006975718574,0.27093006975718575,-3.977450346286397,9.394949561584125,63.059701492537314,38.68110803268953,-58.69711788459872,1.1249510848124182,10,726.0925869492578,7.495407867574504,18.46330871894,2.463282725255441,1.4426681615221955,2.5096353523264976,88,55,125,True
5,5,10,45,268,0.6456060519812366,0.06456060519812365,-4.625562400934066,6.222216209455252,75.3731343283582,23.56198434296291,-69.49240023253842,1.0377242955872386,5,173.0224219309714,18.312536734298412,8.570752632821122,0.468026508679628,0.37803390342374477,0.6378885103641826,195,39,34,True
5,5,10,75,268,1.2978898594905686,0.12978898594905686,-5.200786961730222,7.191624388396249,64.92537313432835,35.52249751527703,-62.05404346079502,1.0596313572342637,9,347.83448234347236,8.957241365627397,9.599348983569422,1.0716858675268097,0.6667799877930295,1.1102611295024225,132,48,88,True
