symbol,date,vp,gp,pp,entry_price,exit_price,exit_reason,funding_ret,funding_events,net_ret_usdt
0GUSDT,2025-10-01,31,33,25,2.7301,2.5471,TIME_EXIT,-0.02181372164206439,34,44.41679006080374
0GUSDT,2025-10-06,39,47,10,3.0536,2.89457,TP,-0.010317316066937386,29,40.96219663937647
0GUSDT,2025-10-21,50,50,17,2.1122,1.95479,TP,-0.01611101775400057,9,57.61317503077363
0GUSDT,2025-11-08,48,50,21,1.2844,1.4513719999999999,SL,-0.009301472080348802,3,-140.10147208034874
0GUSDT,2025-12-25,50,50,9,0.8526,0.9634379999999999,SL,-0.001788958207834858,1,-132.58895820783474
0GUSDT,2026-02-12,40,50,14,0.6189,0.6993569999999999,SL,0.0,0,-130.7999999999998
0GUSDT,2026-02-20,47,37,6,0.649,0.6787,TIME_EXIT,-0.014756105559322037,9,-61.31881742372874
0GUSDT,2026-04-08,50,50,4,0.5476,0.53005,TP,-0.0023542745891161434,5,28.89466624360839
AERGOUSDT,2025-06-10,41,50,5,0.12158,0.11751199999999999,TP,-0.0014884893025168613,5,31.17096126501071
AERGOUSDT,2025-06-12,38,47,5,0.11959,0.115702,TP,-0.003938267427042395,4,27.772812094656764
AERGOUSDT,2025-07-19,32,50,5,0.13548,0.14262,TIME_EXIT,-0.0019472836876291706,8,-55.44878944493659
AERGOUSDT,2025-09-08,50,50,6,0.11124,0.1111,TIME_EXIT,0.0008218119183746853,9,1.2803520118662461
AERGOUSDT,2026-01-01,36,50,6,0.06072,0.0686136,SL,-0.005671564772727272,1,-136.47156477272716
AERGOUSDT,2026-01-04,33,47,6,0.06666,0.064032,TP,-0.0020126982193219324,6,36.61124417491736
AERGOUSDT,2026-01-21,50,50,13,0.06676,0.0625,TIME_EXIT,-0.02101235711803475,9,41.99830795086879
AEROUSDT,2026-01-14,41,50,5,0.613,0.59221,TP,0.00010382799184339314,6,33.218999280587234
AGLDUSDT,2025-08-29,44,50,3,0.759,0.71445,TP,0.0,0,57.895652173913014
AGLDUSDT,2026-02-21,50,50,6,0.2346,0.265098,SL,-0.0002696392327365729,1,-131.06963923273653
AKTUSDT,2025-06-03,50,50,9,1.367,1.335,TIME_EXIT,0.0004512070226773958,9,23.060131675201195
AKTUSDT,2025-07-13,50,50,22,1.354,1.3116999999999999,TP,-0.00037470403988183157,6,30.06606405465305
AKTUSDT,2025-08-14,49,50,5,1.435,1.3576,TP,0.00018757477351916376,3,53.32485700348441
AKTUSDT,2026-01-27,50,50,25,0.4796,0.44612,TP,-0.009631320836113427,6,59.37685264178484
AKTUSDT,2026-02-20,50,50,18,0.3535,0.3218,TIME_EXIT,-0.005930948036775106,9,82.9437337171146
ALTUSDT,2026-02-12,48,50,3,0.00879,0.008502,TP,0.00011412617747440274,3,32.078631296928336
ANIMEUSDT,2025-12-20,50,50,16,0.005994,0.00677322,SL,-0.0025863774007340674,1,-133.386377400734
ANIMEUSDT,2026-03-13,50,50,5,0.004768,0.0046159,TP,-0.001458122411912752,6,29.64204537332207
ANIMEUSDT,2026-03-17,50,50,26,0.006432,0.005135,TIME_EXIT,-0.060471573866604476,35,140.37643608364434
ANIMEUSDT,2026-03-21,50,47,10,0.005144,0.005079,TIME_EXIT,-0.013820500746500777,9,-1.984419875583213
ANKRUSDT,2026-03-06,50,50,23,0.004785,0.004346,TIME_EXIT,-0.01629964601044932,4,74.64539056217349
ANKRUSDT,2026-03-18,50,50,28,0.005691,0.004818899999999999,TP,-0.043147679616939036,17,109.29428137409957
ANKRUSDT,2026-03-21,50,50,19,0.006017,0.005511,TIME_EXIT,-0.02396208916569719,9,59.33297481967751
ANKRUSDT,2026-04-04,42,43,5,0.005201,0.005178,TIME_EXIT,-0.0035867786329552005,9,0.035447861949545675
ANKRUSDT,2026-05-06,50,50,8,0.005274,0.0049941000000000004,TP,0.0,0,52.27167235494873
API3USDT,2025-10-13,45,50,13,0.7532,0.72917,TP,0.0,0,31.103876792352626
API3USDT,2025-12-21,50,50,21,0.4649,0.4163,TP,-0.007722799711765972,3,96.01581074209503
API3USDT,2025-12-26,50,50,17,0.4668,0.4642,TIME_EXIT,-0.001386990792630677,9,3.3828463967437687
API3USDT,2026-01-02,50,50,12,0.4651,0.4647,TIME_EXIT,-0.0005515586906041711,8,-0.4915285895506097
API3USDT,2026-02-07,50,50,46,0.369,0.31932000000000005,TP,-0.033224135457994575,7,100.61001088346872
API3USDT,2026-02-26,50,50,16,0.3128,0.29903,TP,-0.000628039044117647,1,42.59370008631715
API3USDT,2026-04-25,50,50,33,0.4882,0.37021,TP,-0.015208573455551003,3,225.67516271814836
API3USDT,2026-05-01,38,40,9,0.3814,0.37105,TP,-0.003442112692711065,1,22.894751491872118
ARKUSDT,2025-07-20,50,50,14,0.538,0.5034,TIME_EXIT,-0.009900820929368028,9,53.61144672862467
ARKUSDT,2025-09-14,50,50,9,0.4996,0.47665,TP,-0.0018325028522818256,2,43.304246547237724
ARKUSDT,2025-12-28,50,50,7,0.2782,0.26272,TP,-0.0014969810675772824,3,53.346440930984876
ATHUSDT,2026-02-14,50,50,18,0.006568,0.0061279,TP,-0.012677294651339831,9,53.529404496041366
AUCTIONUSDT,2025-12-31,50,50,8,5.837,5.179,TIME_EXIT,-0.010585607671749186,9,101.34353401062182
AVNTUSDT,2026-01-16,49,26,9,0.3014,0.29276,TP,0.0,0,27.86622428666218
AVNTUSDT,2026-01-25,50,50,15,0.3264,0.29229,TP,-0.03057727658088235,5,73.12639988970598
AVNTUSDT,2026-04-22,33,50,4,0.1436,0.1427,TIME_EXIT,-0.002576376323119777,9,2.891033147632394
AWEUSDT,2025-06-20,50,50,3,0.052964,0.0515717,TP,-0.0030667043259572538,6,22.420962768673046
AWEUSDT,2025-09-25,36,50,20,0.10963,0.10534600000000001,TP,0.0,0,38.27689501048979
AWEUSDT,2025-12-23,50,50,4,0.0574,0.055753000000000004,TP,-0.0021318217247386756,2,25.76155806620202
AXLUSDT,2026-02-03,39,50,13,0.0697,0.06268,TP,-0.014117082482065998,4,85.8002776327116
AXLUSDT,2026-03-25,50,50,8,0.0523,0.050455,TP,-0.0014403971606118547,2,33.03684949330783
AXLUSDT,2026-04-21,43,47,12,0.06001,0.054717999999999996,TP,-0.0028761953041159805,4,84.50910714547584
AXLUSDT,2026-04-23,35,50,14,0.05917,0.05914,TIME_EXIT,-0.009348368766266688,8,-9.641355076897039
AXSUSDT,2025-08-31,50,50,22,2.686,2.381,TIME_EXIT,-0.0022147506999255395,4,110.53699911392411
AXSUSDT,2026-02-14,40,49,11,1.49,1.4045,TP,-0.023110392181208056,9,33.472158154362354
AXSUSDT,2026-02-20,47,50,6,1.329,1.2606,TP,-0.020887253340857788,3,29.780015282167053
AZTECUSDT,2026-03-07,48,50,12,0.02143,0.02053,TP,-0.0022937995986934195,7,38.90340058796087
AZTECUSDT,2026-05-13,50,50,12,0.02613,0.023664,TP,0.00014793340987370837,3,93.72221584385763
BARDUSDT,2026-04-04,40,49,14,0.3112,0.29878,TP,-0.046088291613110545,31,-6.978265906169713
BERAUSDT,2026-01-14,50,50,29,0.7066,0.7984579999999999,SL,-0.004968129667421455,2,-135.7681296674213
BIGTIMEUSDT,2025-06-24,50,50,13,0.05347,0.051715000000000004,TP,0.00010333908172807183,3,32.125482339629556
BIGTIMEUSDT,2025-07-13,36,50,4,0.06076,0.06132,TIME_EXIT,0.00044986010533245555,9,-9.566729756418663
BIGTIMEUSDT,2025-07-27,50,50,12,0.07323,0.067578,TP,0.00037879967226546495,8,76.76028267103652
BIGTIMEUSDT,2025-08-29,50,50,23,0.06206,0.057407,TP,-0.0025812135787947146,2,71.59461626329356
BIGTIMEUSDT,2025-12-29,50,50,13,0.02176,0.0205,TP,-0.0013651560477941178,2,55.73925571691179
BLURUSDT,2026-04-01,50,50,22,0.01996,0.022554799999999996,SL,0.0,0,-130.7999999999999
BSVUSDT,2025-06-17,50,50,9,33.08,31.208,TP,-0.0009572114570737606,5,54.83287318621524
BSVUSDT,2025-07-05,44,50,6,24.65,23.651,TP,-0.0005089343691683571,4,39.21844899797155
BSVUSDT,2025-08-24,50,50,6,27.77,26.83,TIME_EXIT,-0.0057710439683111275,8,27.278433885487978
BSVUSDT,2026-01-05,50,50,14,20.14,20.7,TIME_EXIT,-0.0035976897070506457,9,-32.20305216981126
BSVUSDT,2026-03-29,50,50,6,13.88,13.511000000000001,TP,8.40871037463977e-06,2,25.793423119596522
CARVUSDT,2026-02-21,50,50,10,0.06693,0.062052,TP,0.00024971612132078293,5,72.33183176453012
CARVUSDT,2026-03-18,50,50,9,0.06324,0.060936,TP,4.9122390891840606e-05,1,35.68175996204945
CARVUSDT,2026-04-05,50,50,7,0.05833,0.05635,TP,0.0004462883593348192,9,33.59108520486889
CARVUSDT,2026-04-17,36,50,4,0.05879,0.0664327,SL,-0.00522634581901684,6,-136.02634581901677
CARVUSDT,2026-04-22,50,50,5,0.0588,0.056406000000000005,TP,-0.0005157301207482993,6,39.3985555935373
CFGUSDT,2026-03-28,44,50,13,0.1636,0.1622,TIME_EXIT,-0.036018663306845965,9,-28.261206094132124
CKBUSDT,2025-07-26,50,50,25,0.006213,0.007020689999999999,SL,0.0,0,-130.79999999999984
CKBUSDT,2025-08-27,50,50,16,0.005735,0.004952000000000001,TP,-0.0015702115257192678,2,134.1598669398429
CKBUSDT,2026-02-12,50,50,11,0.001671,0.0016215000000000001,TP,0.00020113704368641532,2,29.024117295032827
CKBUSDT,2026-02-18,50,50,7,0.001688,0.0016322,TP,6.917253554502369e-05,1,32.32604457345968
CYBERUSDT,2025-11-20,50,50,23,0.95,0.8411,TP,-0.010748659610526316,4,103.08291933684211
CYBERUSDT,2025-11-27,50,50,20,0.84,0.8207,TIME_EXIT,-0.010375480914285714,9,11.800709561904746
CYBERUSDT,2025-11-29,44,50,27,0.8375,0.8653,TIME_EXIT,-0.01660321157850746,9,-50.59724142925365
CYBERUSDT,2025-12-11,50,50,9,0.8649,0.8415,TP,-0.0021018871684587814,1,24.15326371603651
CYBERUSDT,2025-12-31,50,50,37,0.8561,0.73451,TP,-0.0386555597406845,6,102.5722407499124
CYBERUSDT,2026-02-03,50,50,47,0.6622,0.58975,TP,-0.014219712447900937,4,94.38832137873757
CYBERUSDT,2026-02-18,50,50,30,0.711,0.57717,TP,-0.038946501488045,8,148.4813466132208
CYBERUSDT,2026-02-22,50,50,16,0.6337,0.58438,TP,-0.012969444528956918,5,64.05918100362953
CYBERUSDT,2026-04-25,50,50,3,0.5669,0.54098,TP,-0.0024080386928911623,6,42.51431092785314
DEEPUSDT,2025-07-14,50,50,5,0.18421,0.18883,TIME_EXIT,-0.001000353562781608,8,-26.88042522012912
DEEPUSDT,2025-11-07,50,50,10,0.06238,0.059725,TP,2.6200734209682587e-05,1,41.78791923372872
DEEPUSDT,2026-02-13,50,47,5,0.02695,0.030453499999999998,SL,-0.0017547546011131726,2,-132.55475460111302
DEEPUSDT,2026-05-09,50,50,33,0.0376,0.03633,TIME_EXIT,-0.003347835625,8,29.628760119680855
DOODUSDT,2025-12-07,50,50,17,0.005586,0.0049038,TP,-0.014327609915861081,10,106.99913551915503
DOODUSDT,2026-01-02,50,50,11,0.005912,0.005797,TIME_EXIT,-0.0026641866779431663,8,15.987775433017534
DOODUSDT,2026-03-13,50,50,7,0.002997,0.00338661,SL,-0.00016798126126126123,3,-130.96798126126123
DOODUSDT,2026-04-15,35,35,4,0.003084,0.003175,TIME_EXIT,2.6958550583657573e-05,8,-30.280175042153022
EDGEUSDT,2026-04-03,50,50,14,0.8116,0.9171079999999999,SL,9.987201330704781e-05,1,-130.70012798669288
EGLDUSDT,2025-12-05,47,50,17,7.427,8.392509999999998,SL,-0.0021145759929985185,1,-132.9145759929983
EGLDUSDT,2026-01-10,50,50,15,6.506,6.2783,TP,-0.0020213690747002766,3,32.17709388257
EGLDUSDT,2026-02-01,50,50,13,4.887,4.7475000000000005,TP,7.068653570697771e-05,1,27.815806241047493
ELSAUSDT,2026-03-30,50,50,9,0.06312,0.06549,TIME_EXIT,-0.002202656698352345,9,-40.55018521546279
ENSUSDT,2026-05-30,50,50,15,6.039,5.8779,TP,-0.00040732163768835897,4,25.469280448749686
ENSOUSDT,2026-03-18,31,50,6,1.2391,1.16062,TP,-0.009098876084254701,5,53.43741638608677
ENSOUSDT,2026-04-24,50,50,6,0.8205,0.78423,TP,-0.0011989673443022547,5,42.20578585496651
FUSDT,2025-12-19,50,50,33,0.007084,0.006958,TIME_EXIT,-0.03810931964426877,8,-21.1227583794466
FUSDT,2026-02-08,50,50,38,0.006436,0.005977,TIME_EXIT,-0.060516562692666254,9,10.001025871659449
FUSDT,2026-03-13,50,50,15,0.005889,0.005546,TIME_EXIT,-0.004915142292409577,9,52.52904177958913
FUSDT,2026-03-17,50,50,8,0.006219,0.0057483,TP,-0.00916453879884226,6,65.7228707525326
FLOCKUSDT,2026-02-22,50,50,7,0.05888,0.0665344,SL,-0.0009789881827445652,2,-131.77898818274443
FLOCKUSDT,2026-03-17,50,50,11,0.06351,0.059208,TP,-0.001249877422453157,2,65.68748677216188
FLOCKUSDT,2026-03-21,50,50,7,0.06157,0.059077,TP,-0.0019961234789670295,6,37.69437514049053
FLOCKUSDT,2026-04-06,50,50,6,0.0532,0.051067,TP,-4.656711090225563e-05,6,39.24741785150368
FLOCKUSDT,2026-05-02,50,50,5,0.05945,0.06112,TIME_EXIT,0.0004007653490328007,8,-28.49006728343142
FLUIDUSDT,2025-10-27,50,50,4,4.932,4.7475000000000005,TP,-9.434737226277373e-05,1,36.514411751824795
FLUIDUSDT,2025-11-10,50,50,29,4.092,4.088,TIME_EXIT,-0.0006070488978494624,9,-0.4295317913002054
FLUIDUSDT,2025-11-17,50,23,7,3.609,3.4812000000000003,TP,-3.569538930451647e-05,3,34.57577593239116
FLUIDUSDT,2025-11-22,50,50,158,4.12,3.289,TIME_EXIT,-0.010405370949029125,8,190.49365817718444
FLUIDUSDT,2026-01-03,50,50,15,3.206,3.037,TIME_EXIT,-0.0030700423705552087,8,48.843619513412364
FLUIDUSDT,2026-01-25,50,50,72,3.798,2.7324,TP,-0.014260198888888888,5,265.5085214902579
FLUIDUSDT,2026-01-31,50,50,11,2.914,2.8348,TP,1.3200892244337671e-05,2,26.39233610157864
GUSDT,2026-01-25,50,50,32,0.006086,0.0047162,TP,-0.028681621368715084,5,195.5923188218863
GUSDT,2026-02-04,50,50,32,0.004548,0.0038046,TP,-0.05148233746042216,8,111.17412691952508
GUSDT,2026-03-16,50,50,24,0.004623,0.0052239899999999995,SL,-0.021829396011248104,2,-152.62939601124793
GUSDT,2026-03-31,50,50,17,0.004198,0.003837,TIME_EXIT,-0.028780305159599808,8,56.41302499761795
GASUSDT,2025-07-20,50,50,7,3.563,3.555,TIME_EXIT,-0.0004303975666573111,9,1.0149013387594745
GASUSDT,2025-08-05,50,50,10,3.311,3.216,TIME_EXIT,-0.025113180081546362,8,2.779057913017139
GASUSDT,2025-08-16,50,50,4,3.411,3.385,TIME_EXIT,-0.0024078563500439755,8,4.4145417736734816
